DATE,COMNAM,PERMNO,PERMCO
20101027,WESTERN ASSET HIGH YLD DEF OP FD,12341,53529
20101028,SEACUBE CONTAINER LEASING LTD,12342,53530
19251231,HOWE SOUND CO ME,12343,22349
19580630,HOWE SOUND CO DEL,12343,22349
19651126,HOWMET CORP,12343,22349
19721214,AMCOURT SYSTEMS INC,12344,22350
20101014,LYONDELLBASELL INDUSTRIES N V,12345,53531
20101014,LYONDELLBASELL INDUSTRIES N V,12346,53531
20101022,AEGERION PHARMACEUTICALS INC,12347,53532
20101021,BRAVO BRIO RESTAURANT GROUP INC,12348,53533
20101015,BODY CENTRAL CORP,12349,53534
20101022,CAZADOR ACQUISITION CORP LTD,12350,53535
20121003,NET ELEMENT INTERNATIONAL INC,12350,53535
20131209,NET ELEMENT INC,12350,53535
20211105,MULLEN AUTOMOTIVE INC,12350,53535
19251231,HUDSON & MANHATTAN RR,12351,22351
20101001,CHINACACHE INTL HLDGS LTD,12352,53536
20101029,LE GAGA HOLDINGS LTD,12353,53537
20101008,GLOBAL EDUCATION & TECH GRP LTD,12354,53538
20101029,HORIZON TECHNOLOGY FINANCE CORP,12355,53539
20101001,KEYW HOLDING CORP,12356,53540
20101026,MECOX LANE LTD,12357,53541
20101004,N F ENERGY SAVING CORP,12358,53542
20200107,BOQI INTERNATIONAL MEDICAL INC,12358,53542
20210720,BIMI INTERNATIONAL MEDICAL INC,12358,53542
20101019,NETSPEND HOLDINGS INC,12359,53543
20101027,PACIFIC BIOSCIENCES CALIF INC,12360,53544
20101007,STANDARD FINANCIAL CORP MD,12362,53545
20170410,STANDARD A V B FINANCIAL CORP,12362,53545
20101021,VERA BRADLEY INC,12363,53546
20101119,AEROFLEX HOLDING CORP,12364,53547
20101117,BITAUTO HOLDINGS LTD,12365,53549
20101117,BOOZ ALLEN HAMILTON HOLDING CORP,12366,53550
20101123,CHINA XINIYA FASHION LTD,12367,53551
20180305,DUNXIN FINANCIAL HLDGS LTD,12367,53551
20101124,COHEN & STEERS SLT PFD & INC FD,12368,53553
20101118,GENERAL MOTORS CO,12369,53554
20101104,GLOBAL X FUNDS,12370,53120
20101110,GLOBAL X FUNDS,12371,53120
20101105,GLOBAL X FUNDS,12372,53120
20101110,HOWARD HUGHES CORP,12373,53556
20101111,INPHI CORP,12374,53557
20101110,ISHARES TRUST,12375,37493
20101124,KAYNE ANDERSON MDSTM ENGY FD INC,12376,53558
20200929,KAYNE ANDERSON NEXT EN & INF INC,12376,53558
20101110,NOAH HOLDINGS LTD,12377,53559
19251231,HUDSON MTR CAR CO,12378,22352
20101124,NUVEEN BUILD AMERICA BOND OPP FD,12379,53560
20101102,PARK CITY GROUP INC,12380,53561
20101101,PIMCO E T F TRUST,12381,53171
20101203,PROMOTORA DE INFORMACIONES S A,12382,53562
20101203,PROMOTORA DE INFORMACIONES S A,12383,53562
20101111,SEMGROUP CORP,12384,53563
20101101,SUMITOMO MITSUI FINANCIAL GP INC,12385,53564
19251231,HUPP MTR CAR CORP,12386,22353
19460701,HUPP CORP,12386,22353
19721214,AMELCO CORP,12387,223
20101124,SYSWIN INC,12388,53565
20101105,TRIANGLE PETROLEUM CORP,12389,53566
20101102,XUEDA EDUCATION GROUP,12390,53567
20101104,COSTAMARE INC,12391,53568
20101124,ANACOR PHARMACEUTICALS INC,12392,53570
19251231,ILLINOIS CENT RR CO,12394,22354
19840604,AMER ITAL GOURMET INC,12395,7069
19850701,F&M IMPORTING INC,12395,7069
19861103,MARCOR DEVELOPMENT INC,12395,7069
19890717,MARCOR RESORTS INC,12395,7069
19920302,RIO HOTEL & CASINO INC,12395,7069
20101103,SINOTECH ENERGY LTD,12396,53572
20101126,GLOBUS MARITIME LTD,12397,53573
20101111,COMPLETE GENOMICS INC,12398,53574
20101119,IMRIS INC,12399,53575
20101118,L P L INVESTMENT HOLDINGS INC,12400,53576
20120620,L P L FINANCIAL HOLDINGS INC,12400,53576
20101119,LIZHAN ENVIRONMENTAL CORP,12401,53577
20101105,PRIMO WATER CORP,12402,53578
20101110,R D A MICROELECTRONICS INC,12403,53579
20101103,SODASTREAM INTERNATIONAL LTD,12405,53580
20101101,S P BANCORP INC,12406,53581
19251231,INDEPENDENT OIL & GAS CO,12407,22355
19811229,AMERFORD INTERNATIONAL CORP,12408,5250
20101116,SUN HEALTHCARE GROUP INC NEW,12409,53582
20101105,FRESH MARKET INC,12410,53583
20101115,TEKMIRA PHARMACEUTICALS CORP,12411,53584
20150803,ARBUTUS BIOPHARMA CORP,12411,53584
20101101,VANGUARD INTL EQUITY INDEX FUNDS,12412,46431
20101123,ZOGENIX INC,12413,53585
19251231,INDIAN MOTOCYCLE CO,12415,22356
19830321,AMERIBANC INC,12416,5867
19251231,INDIAN REFNG CO,12423,22357
19830225,AMERICA WEST AIRLS INC,12424,5814
19251231,INGERSOLL RAND CO,12431,20977
20020102,INGERSOLL RAND CO LTD,12431,20977
20090701,INGERSOLL RAND PLC,12431,20977
20200302,TRANE TECHNOLOGIES PLC,12431,20977
19810818,GREAT OUTDOOR AMERN ADVENTURE,12432,9056
19840626,AMERICAN ADVENTURE INC,12432,9056
20101220,ABITIBIBOWATER INC,12437,20325
20120524,RESOLUTE FOREST PRODUCTS INC,12437,20325
20101201,ADVISORSHARES TRUST,12438,53202
20101222,AVALON RARE METALS INC,12439,53603
20101208,CTPARTNERS EXECUTIVE SEARCH INC,12440,53604
20101208,DIREXION SHARES E T F TRUST,12441,53101
20101208,DIREXION SHARES E T F TRUST,12442,53101
20101208,DIREXION SHARES E T F TRUST,12443,53101
20101208,E COMMERCE CHINA DANGDANG INC,12444,53605
20101203,E T F S WHITE METALS BASKET TR,12445,53606
20101202,F X C M INC,12446,53607
20170227,GLOBAL BROKERAGE INC,12446,53607
20101215,FIRST MAJESTIC SILVER CORP,12447,53608
20101209,FIRST REPUBLIC BANK S F NEW,12448,53609
20101215,FLEETCOR TECHNOLOGIES INC,12449,53610
20101217,FORTEGRA FINANCIAL CORP,12450,53611
20101215,GAIN CAPITAL HOLDINGS INC,12451,53612
20101223,INFUSYSTEM HOLDINGS INC,12452,53613
20101203,ISHARES TRUST,12453,37493
20101214,ISOFTSTONE HOLDINGS LTD,12454,53614
20101210,LENTUO INTERNATIONAL INC,12455,53615
20110104,MOTOROLA MOBILITY HOLDINGS INC,12456,53616
20101202,POWERSHARES E T F TRUST II,12457,52902
20180604,INVESCO E T F TRUST II,12457,52902
19251231,INLAND STEEL CO,12458,20978
19860501,INLAND STEEL INDUSTRIES INC,12458,20978
19990226,RYERSON TULL INC NEW,12458,20978
20060103,RYERSON INC,12458,20978
19780725,AMERICAN AGGREGATES CORP,12459,192
20101202,POWERSHARES E T F TRUST II,12460,52902
20101202,POWERSHARES E T F TRUST II,12461,52902
20180604,INVESCO E T F TRUST II,12461,52902
20101202,POWERSHARES E T F TRUST II,12462,52902
20180604,INVESCO E T F TRUST II,12462,52902
20101209,PROSHARES TRUST,12463,50846
20101217,Q R ENERGY L P,12464,53617
20101208,RYDEX E T F TRUST,12465,44040
19251231,INSPIRATION CONSOLIDATED CPPR CO,12466,22358
19791205,AMERICAN AGRI FUELS CORP,12467,1895
20101208,RYDEX E T F TRUST,12468,44040
20101208,RYDEX E T F TRUST,12469,44040
20101208,RYDEX E T F TRUST,12470,44040
20101208,RYDEX E T F TRUST,12471,44040
20101223,STONE HARBOR EMERG MKTS INC FD,12472,53619
20101216,SWIFT TRANSPORTATION CO,12473,53620
20170911,KNIGHT SWIFT TRANSPORT HDLGS INC,12473,53620
19251231,INTERBOROUGH RAPID TRAN CO,12474,22359
19721214,AMERICAN APPRAISAL ASSOC INC,12475,199
20101207,TARGA RESOURCES CORP,12476,53621
20101215,WALKER & DUNLOP INC,12477,53622
20101208,YOUKU COM INC,12478,53623
20111221,YOUKU INC,12478,53623
20120827,YOUKU TUDOU INC,12478,53623
20101213,AUSTRALIA ACQUISITION CORP,12479,53569
20101220,A C N B CORP,12480,53624
20101209,BONA FILM GROUP LIMITED,12481,53625
19251231,INTERNATIONAL COMBUSTION ENGR,12482,22360
19721214,AMERICAN BANCORP,12483,26
20101210,CHINA SHENGDA PACKAGING GRP INC,12484,53626
20101215,CLEANTECH INNOVATIONS INC,12485,53627
20140929,6D GLOBAL TECHNOLOGIES INC,12485,53627
20101217,DYNASIL CORPORATION OF AMERICA,12486,27382
20101222,HOME FEDERAL BANCORP INC LA,12487,53628
20101209,SEMILEDS CORP,12488,53629
20101210,SKY MOBI LIMITED,12489,53630
19251231,INTERNATIONAL BUSINESS MACHS COR,12490,20990
19780217,AMERICAN BANCORPORATION OH,12491,196
20101221,OSSEN INNOVATION CO LTD,12492,53631
20101216,QAD INC,12493,15632
20101215,RIGNET INC,12494,53632
20101220,S G O C O GROUP LTD,12495,53633
20211116,T R O O P S INC,12495,53633
20101210,UNI PIXEL INC,12496,53634
20101217,VENTRUS BIOSCIENCES INC,12497,53635
20140714,ASSEMBLY BIOSCIENCES INC,12497,53635
20110126,ANCHOR BANCORP WA,12498,53636
20110128,B C D SEMICONDUCTOR MANUFACT LTD,12499,53637
20110119,DIANA CONTAINERSHIPS INC,12500,53638
20190306,PERFORMANCE SHIPPING INC,12500,53638
20110125,FAIRPOINT COMMUNICATIONS INC,12501,46153
20110114,OCONEE FEDERAL FINANCIAL CORP,12502,53639
19251231,INTERNATIONAL HARVESTER CO,12503,21265
19860220,NAVISTAR INTERNATIONAL CORP,12503,21265
19820525,AMERICAN SVGS & LN ASSN WATERBRY,12504,5531
19820902,AMERICAN BANK CONN WATERBURY,12504,5531
20110120,OXFORD LANE CAPITAL CORP,12505,53640
20110125,TIBET PHARMACEUTICALS INC,12506,53641
20110128,VELTI PLC,12507,53642
20110128,VANGUARD STAR FUNDS,12508,53643
20110120,WOLVERINE BANCORP INC,12509,53644
20110127,ADVISORSHARES TRUST,12510,53202
19251231,INTERNATIONAL AGRIC CORP,12511,20992
19411028,INTERNATIONAL MINERALS & CHEM CO,12511,20992
19900615,IMCERA GROUP INC,12511,20992
19940316,MALLINCKRODT GROUP INC,12511,20992
19961017,MALLINCKRODT INC NEW,12511,20992
19721214,AMERICAN BANKERS INSURANCE CO FL,12512,22361
20110113,AMERICAN ASSETS TRUST INC,12513,53645
20110127,AVENUE INCOME CREDIT STRATS FD,12514,53646
20171201,ABERDEEN INCOME CREDIT STRATS FD,12514,53646
20110128,BANKUNITED INC,12515,53647
20110127,BLACKSTONE GSO LG SHT CR INC FD,12516,53648
20201221,BLACKSTONE LG SHT CR INC FD,12516,53648
20110125,CLAYMORE E T F TRUST,12517,51187
20110125,CLAYMORE E T F TRUST,12518,51187
20110125,CLAYMORE E T F TRUST,12519,51187
20110125,CLAYMORE E T F TRUST,12520,51187
20110126,DEMAND MEDIA INC,12521,53649
20161109,LEAF GROUP LTD,12521,53649
20110114,E T F S ASIAN GOLD,12522,53650
20110127,GABELLI NATURAL RES GLD & INC TR,12523,53651
20111219,GAMCO NATURAL RES GOLD & INC TR,12523,53651
20110125,GLOBAL X FUNDS,12524,53120
20110125,GLOBAL X FUNDS,12525,53120
20110105,GLOBAL X FUNDS,12526,53120
20110104,IBIO INC,12527,53652
20110120,MEDLEY CAPITAL CORP,12528,53653
20210104,PHENIXFIN CORP,12528,53653
20110128,PAX WORLD FUNDS TRUST II,12529,53412
20110104,PROSHARES TRUST II,12530,53104
20110104,PROSHARES TRUST II,12531,53104
20110112,RYDEX E T F TRUST,12532,44040
20110127,SPDR SERIES TRUST,12533,39147
20110127,SPDR SERIES TRUST,12534,39147
20110113,SCHWAB STRATEGIC TRUST,12535,53271
20110113,SCHWAB STRATEGIC TRUST,12536,53271
20110105,WISDOMTREE TRUST,12537,50852
19251231,NATIONAL DEPARTMENT STORES INC,12538,22362
19360130,NATIONAL DEPARTMENT STORES CORP,12538,22362
19580606,INTERNATIONAL MINING CORP NEW,12538,22362
19801203,AMERICAN BANKERS INS GROUP INC,12539,18
20110128,ADECOAGRO S A,12540,53654
20110128,INTERXION HOLDING N V,12541,53655
20110126,NIELSEN HOLDINGS N V,12542,53656
20140507,NIELSEN N V,12542,53656
20150831,NIELSEN HOLDINGS PLC,12542,53656
20110224,APOLLO SENIOR FLTG RATE FUND INC,12543,53657
20110208,CHINA CENTURY DRAGON MEDIA INC,12544,53658
20110224,FACTORSHARES 2X SP500 BL TBND BR,12545,53659
19251231,INTERNATIONAL NICKEL CO CDA LTD,12546,20973
19760422,INCO LTD,12546,20973
19721214,AMERICAN BANKERS LIFE ASSURN,12547,22
20110224,FACTORSHARES 2X TBND BL SP500 BR,12548,53660
20110224,FACTORSHARES 2X SP500 BL USD BR,12549,53661
20110224,FACTORSHARES 2X OIL BL SP500 BR,12550,53662
20110224,FACTORSHARES 2X GOLD BL SP500 BR,12551,53663
20110217,GLOBAL X FUNDS,12552,53120
20110203,GLOBAL X FUNDS,12553,53120
19251231,INTERNATIONAL RYS CENT AMER,12554,22363
19721214,AMERICAN BEEF PACKERS INC DE,12555,16
20110208,GREAT PANTHER SILVER LTD,12556,53664
20190305,GREAT PANTHER MINING LTD,12556,53664
20110208,IMPERIAL HOLDINGS INC,12557,53666
20150901,EMERGENT CAPITAL INC,12557,53666
20110211,KINDER MORGAN INC,12558,53667
20110202,NEOPHOTONICS CORP,12559,53668
20110224,NUVEEN ENERGY M L P TOTAL RET FD,12560,53669
20110210,PROSHARES TRUST,12561,50846
19251231,INTERNATIONAL SALT CO,12562,22364
19721214,AMERICAN BIOCULTURE INC,12563,22365
20110224,SPDR INDEX SHARES FUNDS,12564,43629
20110224,SPDR SERIES TRUST,12565,39147
20110209,SUMMIT HOTEL PROPERTIES INC,12566,53670
20110201,TEUCRIUM COMMODITY TRUST,12567,53441
20110223,TEUCRIUM COMMODITY TRUST,12568,53441
20110209,WESTERN COPPER CORP,12569,53671
20111018,WESTERN COPPER & GOLD CORP,12569,53671
19251231,INTERNATIONAL TEL & TELEG CORP,12570,20964
19830511,I T T CORP,12570,20964
19951220,I T T INDUSTRIES INC IND,12570,20964
20060703,I T T CORP,12570,20964
20160517,I T T INC,12570,20964
19721214,AMERICAN BIOMEDICAL CORP,12571,24
20110215,ZUOAN FASHION LTD,12572,53672
20110211,ACELRX PHARMACEUTICALS INC,12573,53673
20110204,B G MEDICINE INC,12574,53674
20110204,ENDOCYTE INC,12575,53675
20110202,EPOCRATES INC,12576,53676
20110210,FLUIDIGM CORP,12577,53677
20110218,FIRST TRUST E T F II,12578,52262
20110209,GEVO INC,12579,53678
20110211,KIPS BAY MEDICAL INC,12580,53679
20110204,MEDQUIST HOLDINGS INC,12581,53680
20120125,MMODAL INC,12581,53680
20110210,POINTS INTERNATIONAL LTD,12582,53681
20220106,POINTS COM INC,12582,53681
20110203,PACIRA PHARMACEUTICALS INC,12583,53682
20190412,PACIRA BIOSCIENCES INC,12583,53682
20110225,SOLAR SENIOR CAPITAL LTD,12584,53683
20210225,S L R SENIOR INVESTMENT CORP,12584,53683
20110202,SWISHER HYGIENE INC,12585,53684
20110203,TRUNKBOW INTERNATIONAL HLDGS LTD,12586,53685
20110203,TORNIER N V,12587,53686
20151002,WRIGHT MEDICAL GROUP N V,12587,53686
20110201,U S CONCRETE INC,12588,16549
19251231,INTERNATIONAL PAPER CO OLD,12589,56225
19830504,AMERICAN BLOOD PRESSURE CENTER,12590,5956
20110330,APOLLO GLOBAL MANAGEMENT LLC,12591,53688
20190905,APOLLO GLOBAL MANAGEMENT INC,12591,53688
20220103,APOLLO GLOBAL MANAGEMENT INC NEW,12591,53688
20110307,BACTERIN INTERNATIONAL HLDGS INC,12592,53689
20150805,XTANT MEDICAL HOLDINGS INC,12592,53689
20110329,BLACKROCK RESOUR & COMM STRAT TR,12593,53690
20110323,DIREXION SHARES E T F TRUST,12594,53101
20110323,DIREXION SHARES E T F TRUST,12595,53101
20110323,DIREXION SHARES E T F TRUST,12596,53101
19251231,INTERNATIONAL SHOE CO,12597,20987
19750108,AMERICAN CAPITOL INS CO,12598,40
19851031,ACAP CORP,12598,40
20110314,EXTORRE GOLD MINES LTD,12599,53693
20110330,FOCUSSHARES TRUST,12600,52833
20110330,FOCUSSHARES TRUST,12601,52833
20110330,FOCUSSHARES TRUST,12602,52833
20110330,FOCUSSHARES TRUST,12603,52833
20110330,FOCUSSHARES TRUST,12604,52833
20110330,FOCUSSHARES TRUST,12605,52833
20110330,FOCUSSHARES TRUST,12606,52833
20110330,FOCUSSHARES TRUST,12607,52833
20110330,FOCUSSHARES TRUST,12608,52833
20110330,FOCUSSHARES TRUST,12609,52833
20110330,FOCUSSHARES TRUST,12610,52833
20110330,FOCUSSHARES TRUST,12611,52833
20110330,FOCUSSHARES TRUST,12612,52833
20110330,FOCUSSHARES TRUST,12613,52833
20110330,FOCUSSHARES TRUST,12614,52833
20110323,FUTUREFUEL CORP,12615,53694
20110315,GLOBAL X FUNDS,12616,53120
20110315,GLOBAL X FUNDS,12617,53120
19251231,INTERTYPE CORP,12618,22368
19830621,AMERICAN CARRIERS INC,12619,6085
20110317,GLOBAL X FUNDS,12620,53120
20110303,GLOBAL X FUNDS,12621,53120
20110310,H C A HOLDINGS INC,12622,53696
20170508,H C A HEALTHCARE INC,12622,53696
20110331,HUNTINGTON INGALLS INDS INC,12623,53697
20110322,INDEXIQ E T F TRUST,12624,53127
20110331,ISHARES TRUST,12625,37493
19251231,JEWEL TEA INC,12626,22369
19660615,JEWEL COMPANIES INC,12626,22369
19801024,AMERICAN CASINO ENTERPRISES,12627,36
19850809,AMERICAN ENTERPRISES,12627,36
19940112,AMERICAN CASINO ENTERPRISES INC,12627,36
19970411,AMERICAN VANTAGE COS,12627,36
20110331,ISHARES TRUST,12628,37493
20110311,MAGNACHIP SEMICONDUCTOR CORP,12629,53698
20110315,MARKET VECTORS E T F TRUST,12630,50699
20110303,POWERSHARES E T F TRUST II,12631,52902
20180604,INVESCO E T F TRUST II,12631,52902
20110329,PROSHARES TRUST,12632,50846
20110322,PROSHARES TRUST,12633,50846
19251231,JORDAN MTR CAR INC,12634,22370
19831003,AMERICAN CELLULAR NETWORK CORP,12635,6079
20110330,QIHOO 360 TECHNOLOGY CO LTD,12636,53700
20110301,VOYAGER OIL & GAS INC,12637,53701
20120904,EMERALD OIL INC,12637,53701
20110317,WISDOMTREE TRUST,12638,50852
20110317,CORNERSTONE ONDEMAND INC,12639,53702
20110325,SERVICESOURCE INTERNATIONAL INC,12640,53704
20110419,AIR LEASE CORP,12641,53705
19251231,KANSAS & GULF CO,12642,22371
19840313,AMERICAN CELLULAR TELEPHONE CORP,12643,6898
20110408,C V R PARTNERS LP,12644,53706
20110415,ELLIE MAE INC,12645,53707
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12646,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12647,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12648,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12649,53708
19251231,KANSAS CITY SOUTHERN RY CO,12650,21033
19621101,KANSAS CITY SOUTHERN INDS INC,12650,21033
20020503,KANSAS CITY SOUTHERN,12650,21033
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12651,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12652,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12653,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12654,53708
20110419,FIRST TR EXCH TRD ALPHADEX FD II,12655,53708
20110420,FIRST TR EXCH TRD ALPHADEX FD,12656,52257
20110420,FIRST TR EXCH TRD ALPHADEX FD,12657,52257
20110420,FIRST TR EXCH TRD ALPHADEX FD,12658,52257
20110420,FIRST TR EXCH TRD ALPHADEX FD,12659,52257
20110401,G N C HOLDINGS INC,12660,53710
20110413,GLOBAL X FUNDS,12661,53120
20110427,ING EMERG MKTS HIGH DIV EQTY FD,12662,53711
20140501,VOYA EMERG MKTS HI INC DIV EQ FD,12662,53711
20110427,LONCOR RESOURCES INC,12663,53712
20110405,MARKET VECTORS E T F TRUST,12664,50699
20110414,MARKET VECTORS E T F TRUST,12665,50699
20160502,VANECK VECTORS E T F TRUST,12665,50699
20210901,VANECK E T F TRUST,12665,50699
20110426,MARKET VECTORS E T F TRUST,12666,50699
20160502,VANECK VECTORS E T F TRUST,12666,50699
20210901,VANECK E T F TRUST,12666,50699
20110408,MEDGENICS INC,12667,53713
20161216,AEVI GENOMIC MEDICINE INC,12667,53713
20110401,PREFERRED APARTMENT CMNTYS INC,12668,53714
19251231,KAYSER JULIUS & CO,12669,22372
19580801,KAYSER ROTH CORP,12669,22372
19780718,AMERICAN CITY BK LOS ANGELES,12670,200
20110405,PROSHARES TRUST,12671,50846
20110405,PROSHARES TRUST,12672,50846
20110414,PROSHARES TRUST,12673,50846
20110414,PROSHARES TRUST,12674,50846
20110407,SPDR SERIES TRUST,12675,39147
20110414,SPDR SERIES TRUST,12676,39147
19251231,ORPHEUM CIRCUIT INC,12677,22373
19280315,KEITH ALBEE ORPHEUM CORP,12677,22373
19770512,AMERICAN CLIPPER CORP,12678,44
20110407,SANDRIDGE MISSISSIPPIAN TRUST I,12679,53715
20110415,SEQUANS COMMUNICATIONS S A,12680,53716
20110415,STAG INDUSTRIAL INC,12681,53717
20110414,T M S INTERNATIONAL CORP,12682,53718
20110420,TESORO LOGISTICS L P,12683,53719
20170801,ANDEAVOR LOGISTICS LP,12683,53719
20110414,ARCOS DORADOS HOLDINGS INC,12684,53720
19251231,KELLY SPRINGFIELD TIRE CO,12685,22374
19721214,GREAT COMMONWEALTH LF,12686,38
19731231,AMERICAN COMMONWEALTH FINL CORP,12686,38
20110414,BOX SHIPS INC,12687,53721
20110428,FRANKLIN FINANCIAL CORP VA,12688,53722
20110408,GOLAR L N G PARTNERS L P,12689,53723
20110428,NEXT INNOVATION CORP,12690,53724
20110602,G S V CAPITAL CORP,12690,53724
20190801,SUTTER ROCK CAPITAL CORP,12690,53724
20200624,SURO CAPITAL CORP,12690,53724
20110421,RESPONSYS INC,12691,53725
20110420,MISSION NEWENERGY LTD,12692,53726
20110408,PENNANTPARK FLOATING RT CAP LTD,12693,53727
19820621,AMERICAN SATELLITE & TELEVISION,12694,5553
19830304,AMERICAN COMMUNICATIONS & TELE,12694,5553
20110420,SAGENT PHARMACEUTICALS INC,12695,53728
20110414,STATE BANK FINANCIAL CORP,12696,53729
20110418,FIRSTHAND TECHNOLOGY VAL FD INC,12697,53730
20110404,TRANZYME INC,12698,53731
20130716,OCERA THERAPEUTICS INC,12698,53731
20110421,21VIANET GROUP INC,12699,53732
20211019,VNET GROUP INC,12699,53732
20110414,ZIPCAR INC,12700,53733
19251231,KENNECOTT COPPER CORP,12706,22375
19800508,KENNECOTT CORP,12706,22375
19830405,AMERICAN COMMUNITY SERVICES INC,12707,5895
19251231,KEYSTONE TIRE & RUBR CO,12714,22376
19721214,AMERICAN CONTINENTAL HOMES INC,12715,6332
19780621,AMERICAN CONTINENTAL CORP,12715,6332
20110127,SPDR SERIES TRUST,12717,39147
20110401,BROOKFIELD RESIDENTIAL PPTYS INC,12718,53746
20110525,ACTIVE NETWORK INC,12719,53747
20110512,CHINA ZENIX AUTO INTL LTD,12720,53748
19251231,KINNEY G R & CO INC,12722,22377
19721214,AMERICAN HEALTH FOODS,12723,57
19730925,AMERICAN HEALTH INDS,12723,57
19750721,AMERICAN CYTOLOGY SVCS CORP,12723,57
19820930,AMERICAN CYTOGENETICS INC,12723,57
20110525,DIREXION SHARES E T F TRUST,12725,53101
20110525,DIREXION SHARES E T F TRUST,12726,53101
20110525,DIREXION SHARES E T F TRUST,12727,53101
20110525,DIREXION SHARES E T F TRUST,12728,53101
20110512,FIRST TR EXCH TRD ALPHADEX FD,12729,52257
19251231,NATIONAL DAIRY PRODS CORP,12730,22378
19690418,KRAFTCO CORP,12730,22378
19761027,KRAFT INC,12730,22378
19830615,AMERICAN DAVEY CORP,12731,6068
20110526,GLOBAL X FUNDS,12732,53120
20110505,GLOBAL X FUNDS,12733,53120
20110519,GLOBAL X FUNDS,12734,53120
20110503,GLOBAL X FUNDS,12735,53120
20110504,GLOBAL X FUNDS,12736,53120
20110518,INDEXIQ E T F TRUST,12737,53127
20110505,INDEXIQ E T F TRUST,12738,53127
20110520,ISHARES TRUST,12739,37493
20110520,ISHARES TRUST,12740,37493
20110526,JOHN HANCOCK HEDGED EQ & INC FD,12741,53750
20110519,LINKEDIN CORP,12742,53751
20110526,LONE PINE RESOURCES INC,12743,53752
20110512,MARKET VECTORS E T F TRUST,12744,50699
20160502,VANECK VECTORS E T F TRUST,12744,50699
20210901,VANECK E T F TRUST,12744,50699
20110512,N G L ENERGY PARTNERS LP,12745,53753
20110505,NETQIN MOBILE INC,12746,53754
20120501,N Q MOBILE INC,12746,53754
20180314,LINK MOTION INC,12746,53754
20110520,NEW MOUNTAIN FINANCE CORP,12747,53755
20110526,NUVEEN SHORT DUR CR OPPTYS FD,12748,53756
19251231,KRESGE S S CO,12749,21028
19770518,K MART CORP,12749,21028
19810507,AMERICAN DIAGNOSTICS CORP,12750,66
20110512,PHOENIX NEW MEDIA LTD,12751,53757
20110526,POWERSHARES E T F TRUST II,12752,52902
20110505,POWERSHARES E T F TRUST II,12753,52902
20180604,INVESCO E T F TRUST II,12753,52902
20110505,POWERSHARES E T F TRUST II,12754,52902
20180604,INVESCO E T F TRUST II,12754,52902
20110523,QUEST RARE MINERALS LTD,12755,53758
20110511,R L J LODGING TRUST,12756,53759
19251231,KRESS S H & CO,12757,22379
19840509,AMERICAN ECOLOGY CORP,12758,7019
20100223,U S ECOLOGY INC,12758,7019
20191101,U S ECOLOGY INC NEW,12758,7019
20110504,RENREN INC,12759,53760
20110509,REVETT MINERALS INC,12760,53761
20140218,REVETT MINING CO INC,12760,53761
20110527,RUSSELL E T F TRUST,12761,53414
20110527,RUSSELL E T F TRUST,12762,53414
20110527,RUSSELL E T F TRUST,12763,53414
20110527,RUSSELL E T F TRUST,12764,53414
19251231,KRESGE DEPT STORES INC,12765,22380
19810618,AMERICAN ELECTROMEDICS CORP,12766,5080
20110527,RUSSELL E T F TRUST,12767,53414
